Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,30.20623207092285,29.603788375854492,30.010087966918945,29.729881286621094,2743100.0,15.133102416992188
2000-01-04,29.47769546508789,28.91728401184082,29.141448974609375,28.91728401184082,4388700.0,14.719470977783203
2000-01-05,29.855974197387695,28.847230911254883,28.959314346313477,29.855974197387695,7731800.0,15.197284698486328
2000-01-06,31.719345092773438,29.701860427856445,29.81394386291504,30.696592330932617,10339700.0,15.62517261505127
2000-01-07,31.593252182006836,30.934768676757812,31.158933639526367,31.383098602294922,7342400.0,15.97461986541748
2000-01-10,31.36908721923828,30.542478561401367,31.21497344970703,30.584510803222656,3613400.0,15.56812572479248
2000-01-11,30.472427368164062,30.136180877685547,30.150190353393555,30.290292739868164,2843000.0,15.41836166381836
2000-01-12,31.046850204467773,30.150190353393555,30.290292739868164,30.878726959228516,6791900.0,15.717884063720703
2000-01-13,31.228984832763672,30.598520278930664,30.598520278930664,30.934768676757812,4627800.0,15.746410369873047
2000-01-14,31.36908721923828,30.724613189697266,30.934768676757812,31.158933639526367,4693900.0,15.860513687133789
2000-01-18,30.990808486938477,29.127437591552734,30.934768676757812,29.21150016784668,5621300.0,14.869232177734375
2000-01-19,29.855974197387695,28.74915885925293,29.421653747558594,28.959314346313477,5951400.0,14.740859031677246
2000-01-20,29.015356063842773,27.57229232788086,29.015356063842773,28.199237823486328,5521400.0,14.35396671295166
2000-01-21,27.89453125,26.787715911865234,27.684375762939453,27.376148223876953,7754600.0,13.935004234313965
2000-01-24,28.356870651245117,27.081932067871094,27.796457290649414,28.31484031677246,5586500.0,14.412817001342773
2000-01-25,28.384891510009766,26.84375762939453,28.31484031677246,27.362138748168945,6298000.0,13.927871704101562
2000-01-26,27.89453125,26.787715911865234,27.348127365112305,27.180004119873047,5461200.0,13.835158348083496
2000-01-27,27.908540725708008,26.451467514038086,27.57229232788086,26.68964385986328,6538500.0,13.585556983947754
2000-01-28,26.773704528808594,25.624860763549805,26.731674194335938,25.722932815551758,6944400.0,13.093484878540039
2000-01-31,26.157251358032227,25.414705276489258,25.778972625732422,26.11522102355957,4626500.0,13.293159484863281
2000-02-01,27.053911209106445,25.947097778320312,26.059179306030273,26.87177848815918,4795600.0,13.678269386291504
2000-02-02,26.787715911865234,25.40069580078125,26.67563247680664,25.80699348449707,6040200.0,13.136274337768555
2000-02-03,26.003137588500977,25.40069580078125,25.919076919555664,25.778972625732422,4841500.0,13.1220121383667
2000-02-04,26.031158447265625,24.994396209716797,26.003137588500977,25.148509979248047,3857000.0,12.801095008850098
2000-02-07,25.38668441772461,24.854291915893555,25.330642700195312,24.994396209716797,4688500.0,12.722640991210938
2000-02-08,25.442726135253906,24.82627296447754,25.442726135253906,25.008405685424805,3747700.0,12.729777336120605
2000-02-09,25.316633224487305,24.20981788635254,25.106477737426758,24.279869079589844,5293900.0,12.358935356140137
2000-02-10,24.37794303894043,23.677427291870117,24.33591079711914,23.747478485107422,4979800.0,12.087935447692871
2000-02-11,24.153778076171875,23.31315803527832,23.719457626342773,23.705448150634766,4555600.0,12.06654167175293
2000-02-14,24.20981788635254,23.20107650756836,23.64940643310547,23.719457626342773,6610300.0,12.0736722946167
2000-02-15,24.64413833618164,23.64940643310547,23.747478485107422,24.419973373413086,8420100.0,12.43025016784668
2000-02-16,24.546066284179688,23.901592254638672,24.405961990356445,24.04169464111328,3908700.0,12.23769760131836
2000-02-17,24.37794303894043,23.705448150634766,24.20981788635254,24.139766693115234,3602700.0,12.287618637084961
2000-02-18,24.139766693115234,23.088993072509766,24.139766693115234,23.481281280517578,4440500.0,11.952435493469238
2000-02-22,25.792984008789062,23.481281280517578,23.481281280517578,25.582828521728516,5583400.0,13.02216625213623
