Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,457.55,464.86,457.55,464.39,464.39,278800
2019-04-02,464.59,466.23,460.58,461.31,461.31,226100
2019-04-03,464.43,465.94,458.84,465.47,465.47,270200
2019-04-04,466.47,469.01,462.62,463.31,463.31,219300
2019-04-05,464.21,467.34,461.12,462.78,462.78,233000
2019-04-08,459.01,462.44,456.37,462.32,462.32,286800
2019-04-09,458.52,460.22,453.17,454.37,454.37,300500
2019-04-10,454.27,459.1,453.05,456.96,456.96,300500
2019-04-11,457.09,463.13,457.09,461.52,461.52,563400
2019-04-12,464.96,466.7,460.55,463.38,463.38,255300
